,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Доп. объявление группы,Тип объявления,Мобильное объявление,ID группы,Название группы,Номер группы,"Статус ""Мало показов""",ID фразы,Фраза (с минус-словами),Фраза (с минус-словами),Заголовок 1,Заголовок 2,Текст,Длина,,,Ссылка,Отображаемая ссылка,Регион,Организация Яндекс.Справочника,Ставка,Ставка в сетях,Контакты,Статус объявления ,Статус фразы,Заголовки быстрых ссылок,Описания быстрых ссылок,Адреса быстрых ссылок,Турбо-страницы быстрых ссылок,Параметр 1,Параметр 2,Метки,Изображение,Креатив,Статус модерации креатива,Турбо-страница,Уточнения,Минус-фразы на группу,Возрастные ограничения,Реклама мобильных приложений: настройки на группу,,,,Реклама мобильных приложений: настройки на объявление,,,,
-,Текстово-графическое,-,68468631,Группа №68468631,7,-,558342875,кадровое агентство -адрес -список -хороший -подбор -москва -вакансия,68471881,Ищете кадровое агентство?,,"Услуги по подбору персонала. Качественно, оперативно, гарантия 100 дней!",25,,68,http://thor-hr.ru,,Москва,,"10,42","0,30",,Заархивировано,Приостановлена,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68468631,Группа №68468631,7,-,576400936,Тор и партнеры,68471881,Ищете кадровое агентство?,,"Услуги по подбору персонала. Качественно, оперативно, гарантия 100 дней!",25,,68,http://thor-hr.ru,,Москва,,"15,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469013,Группа №68469013,8,-,558343935,подбор персонала,68472263,Мы найдем Вам лучших из лучших!,,"Услуги по подбору персонала. Качественно, оперативно, выгодно!",30,,58,http://thor-hr.ru,,Москва и область,,"12,97","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469013,Группа №68469013,8,-,558343939,подбор кадров,68472263,Мы найдем Вам лучших из лучших!,,"Услуги по подбору персонала. Качественно, оперативно, выгодно!",30,,58,http://thor-hr.ru,,Москва и область,,"5,85","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469013,Группа №68469013,8,-,558343941,лучшие кадровые агентства,68472263,Мы найдем Вам лучших из лучших!,,"Услуги по подбору персонала. Качественно, оперативно, выгодно!",30,,58,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469013,Группа №68469013,8,-,558343932,список кадровых агентств,68472263,Мы найдем Вам лучших из лучших!,,"Услуги по подбору персонала. Качественно, оперативно, выгодно!",30,,58,http://thor-hr.ru,,Москва и область,,"3,05","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469013,Группа №68469013,8,-,558343927,вакансии кадровых агентств,68472263,Мы найдем Вам лучших из лучших!,,"Услуги по подбору персонала. Качественно, оперативно, выгодно!",30,,58,http://thor-hr.ru,,Москва и область,,"1,27","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469013,Группа №68469013,8,-,558343942,кадровое агентство москва,68472263,Мы найдем Вам лучших из лучших!,,"Услуги по подбору персонала. Качественно, оперативно, выгодно!",30,,58,http://thor-hr.ru,,Москва и область,,"5,08","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469013,Группа №68469013,8,-,558343933,адреса кадровых агентств,68472263,Мы найдем Вам лучших из лучших!,,"Услуги по подбору персонала. Качественно, оперативно, выгодно!",30,,58,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469013,Группа №68469013,8,-,558343937,нанять специалиста,68472263,Мы найдем Вам лучших из лучших!,,"Услуги по подбору персонала. Качественно, оперативно, выгодно!",30,,58,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469013,Группа №68469013,8,-,558343930,кадровое агентство подбор,68472263,Мы найдем Вам лучших из лучших!,,"Услуги по подбору персонала. Качественно, оперативно, выгодно!",30,,58,http://thor-hr.ru,,Москва и область,,"5,85","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68469013,Группа №68469013,8,-,558343936,кадровый центр москва,68472263,Мы найдем Вам лучших из лучших!,,"Услуги по подбору персонала. Качественно, оперативно, выгодно!",30,,58,http://thor-hr.ru,,Москва и область,,"8,39","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
